Provider,PotentialFraud,degree,eigenvector_centrality,clustering_coefficient,pagerank
PRV53874,0,1352,7.33425448244092e-07,1.3390291674203277e-05,0.0002649245804098711
PRV56261,0,180,8.022600795713032e-07,7.026035516495324e-05,3.819913528437295e-05
PRV55276,0,122,6.77809651994991e-10,0.00012008688007942267,2.5588777587039452e-05
PRV53994,0,446,5.6214640155771975e-08,0.0001616696108256957,8.019585693542675e-05
PRV55771,0,186,3.568766612467544e-07,0.00019543103993004506,3.7021695900009476e-05
PRV55717,0,196,2.6168524295529065e-07,0.00023280832049428325,3.812026974981909e-05
PRV57496,0,98,1.4074599545923577e-06,9.359988234838444e-05,2.1281475202198624e-05
PRV56418,0,76,8.62106672143307e-07,8.362379974586718e-05,1.6614486783394806e-05
PRV52309,0,438,1.0032965965807007e-07,7.81194753201846e-05,8.306228326536941e-05
PRV52386,0,606,1.7173018151378141e-06,4.1795143526160394e-05,0.00011973040083588844
PRV53785,0,326,5.2635158317692525e-06,4.8725226616948675e-05,6.704331997641486e-05
PRV51458,0,139,3.063445779022312e-06,5.942600760891115e-05,3.0270411392490176e-05
PRV51746,0,64,1.441850237600843e-06,8.465652219380126e-05,1.3792337464312606e-05
PRV51397,0,104,2.661120670606177e-06,6.663334752892989e-05,2.341162882692315e-05
PRV56054,0,115,1.3878241036400768e-07,0.00016552031520997555,2.2022396104514115e-05
PRV56228,0,677,3.849511548195525e-06,5.2585962964473575e-05,0.0001330832954008521
PRV55001,0,399,4.518485324174115e-06,3.560419554852132e-05,8.366079229283818e-05
PRV53605,0,138,1.9044300816505864e-06,5.7435384703893756e-05,2.84933326574263e-05
PRV53634,0,1275,2.7984789557792932e-08,3.382280754034143e-05,0.00025327412794805845
PRV54944,0,303,5.462130832936107e-06,4.4152200114587614e-05,6.400685354023706e-05
PRV55264,0,1321,2.098326929561263e-06,2.835246990603442e-05,0.0002595944961819553
PRV56319,0,36,2.187071448147431e-08,0.00014742662371276436,7.994441145938356e-06
PRV56266,0,77,1.3706695847736588e-06,8.498430910644454e-05,1.6958441369034297e-05
PRV55727,0,176,1.5311253611015268e-07,0.000136393296418419,3.651261525040583e-05
PRV55807,0,42,1.4395884658119396e-07,0.00011457903578150081,9.633833295295427e-06
PRV55695,0,184,3.8521676897171507e-07,6.96672472771465e-05,3.7899698616367234e-05
PRV54972,0,166,2.2930186401402248e-06,7.147563034731802e-05,3.555942973889559e-05
PRV52361,0,406,6.60009770722286e-06,4.056839528414394e-05,8.47509292396913e-05
PRV53232,0,160,2.2495820865326244e-07,0.00017700755000607567,3.1890166493311374e-05
PRV53137,0,73,1.0555289312970414e-06,9.587536142393838e-05,1.587448587062465e-05
PRV55298,0,147,3.899799570964639e-08,0.0001633112701708928,2.782914192799314e-05
PRV55182,0,268,2.398778020708173e-06,5.566045402174834e-05,5.401464393804434e-05
PRV55335,0,57,5.884120595531103e-09,0.00021252158547828732,1.1417389990021648e-05
PRV56721,0,520,4.325391946929068e-07,2.11602869320602e-05,0.00011278097077173234
PRV55745,0,210,3.7007757499047255e-07,4.3372783709356645e-05,4.601057115278848e-05
PRV55214,0,477,3.951746372007217e-06,3.761228999983373e-05,9.427073310893652e-05
PRV51097,0,326,1.6901289764329778e-08,8.885643646799043e-05,6.501052519482372e-05
PRV55235,0,411,2.594066509011554e-06,5.389242329824426e-05,8.047562707089848e-05
PRV56608,1,2180,3.5101649557895824e-06,2.5948580441564008e-05,0.0004141780327063696
PRV57006,0,275,8.343051694461634e-08,0.0001030565928792927,5.184662085692544e-05
PRV52725,0,113,1.4026821294997998e-07,8.239553637326187e-05,2.280812885221018e-05
PRV52025,0,308,2.5624313476826197e-06,3.9432634111117264e-05,6.186202900431133e-05
PRV52822,0,341,1.2632440745293926e-08,5.624939855085661e-05,6.236626123466056e-05
PRV52895,0,209,1.7009426774430273e-07,5.011820472482356e-05,4.10199846757585e-05
PRV54400,0,251,9.57026583402048e-08,3.990758663453201e-05,5.33005765359569e-05
PRV51713,0,34,1.7495348136156649e-07,0.00015099987495014917,7.742647026580375e-06
PRV57722,0,90,1.482198159985073e-06,7.465562883820003e-05,2.0006463454057342e-05
PRV57339,0,1160,8.900163936697707e-07,6.071672388015827e-05,0.00022676175210910145
PRV54656,0,90,1.3736427329749022e-06,5.787292199826731e-05,1.9266575541264344e-05
PRV55843,0,543,1.8806481227249534e-06,6.343599186195842e-05,0.00010827709234764007
PRV52001,0,3053,9.008206065116846e-07,1.2339517991532285e-05,0.0005847010767723798
PRV53698,0,195,2.758371976178803e-06,4.6551408197573055e-05,4.0060523510576034e-05
PRV54792,0,58,3.5872756104308946e-08,0.00010188805642415582,1.1913735961506726e-05
PRV56036,0,125,4.327311263252112e-07,5.031125922845138e-05,2.631624186908948e-05
PRV54267,0,575,7.23700383665942e-07,0.00012377208195027084,0.00010926925991598912
PRV54419,0,78,8.043188952028923e-07,0.00010605445867901335,1.6426009998098793e-05
PRV54423,0,246,7.911477770607915e-07,0.00010362578916889684,4.85438290066904e-05
PRV56208,0,168,1.867946197232094e-06,5.6233594827206976e-05,3.3778787384714254e-05
PRV51934,0,273,1.983206101174787e-06,3.4992456029813155e-05,5.401550600857305e-05
PRV53840,0,15,1.300801644720874e-09,0.0002418363731725184,3.939717340226194e-06
PRV53047,0,173,2.956178489591696e-08,0.0001684243370139707,3.2850940600405695e-05
PRV51229,0,121,6.586470261597875e-08,5.944713548287944e-05,2.5088035899341555e-05
PRV54908,0,304,3.119791338209329e-06,4.165226678261623e-05,6.199618706587046e-05
PRV52369,0,1402,2.1874062918031593e-06,2.3473198605534403e-05,0.00026457639793501137
PRV53623,1,2308,2.0963025432434586e-07,3.6097238055992674e-05,0.0004262622084018861
PRV53651,0,23,1.4645264501982383e-07,0.00010668181429179016,5.4194071757270664e-06
PRV53450,0,125,2.276157209406051e-06,6.678217980393385e-05,2.7187377434354095e-05
PRV53452,0,157,8.841337488696518e-08,9.076518268417008e-05,3.074843752102245e-05
PRV53443,0,553,9.095726134312022e-09,8.81205417264664e-05,0.00010619301997619705
PRV53524,0,129,5.414032388602201e-08,7.788529982880415e-05,2.59519334651086e-05
PRV54157,0,348,6.333375073093566e-07,0.00013774206454990464,6.65074940283628e-05
PRV54162,0,81,4.5379777449260855e-07,0.00013621483804653647,1.7978418013649204e-05
PRV51555,0,45,2.3213043351533785e-06,0.00011122718191464453,9.751795671357293e-06
PRV56334,0,20,6.141609867397644e-08,0.0001926796254569302,4.7992643666337675e-06
PRV56307,0,32,5.127257674271905e-08,0.00010241737853112102,7.501950400011228e-06
PRV54255,0,601,3.782297050203483e-07,3.7251448259792843e-05,0.00011323000000279273
PRV54227,0,136,1.5778719153192237e-06,7.759193155309158e-05,2.9772057911280523e-05
PRV51017,0,1324,8.885619033084641e-06,2.230964785458875e-05,0.00026610643640332104
PRV54239,0,160,4.216840024830408e-08,9.144123793377607e-05,3.0492034574717342e-05
PRV55822,0,1002,2.4315967534691014e-06,4.067407396613318e-05,0.00020222121459034938
PRV55819,0,507,1.7483708052014235e-06,7.451375803527662e-05,0.00010027261783004043
PRV51691,0,227,2.396011496305079e-07,0.0001012440442358509,4.7385080925529896e-05
PRV52661,0,532,1.424320869823039e-09,2.0470524066198375e-05,0.00010838944885401945
PRV55218,0,235,2.4553361372775817e-06,5.6956688252209674e-05,4.825257900778832e-05
PRV56887,0,99,3.2045523876417024e-07,0.0003925659461004343,2.016950301595356e-05
PRV52542,0,159,9.693543047772082e-08,9.407659912044039e-05,3.294945525786858e-05
PRV57318,0,404,8.296016240088328e-06,4.7641422646659546e-05,8.26889809025545e-05
PRV54734,0,350,2.9697284113586693e-06,3.646244076286469e-05,7.208208485254175e-05
PRV52352,0,81,1.3006702601669667e-06,8.437388524307345e-05,1.7097756287755883e-05
PRV52341,0,341,5.515313620801795e-06,4.120916551367156e-05,6.877103744715285e-05
PRV52336,0,221,1.496330844158852e-06,5.008808136944881e-05,4.470294276485655e-05
PRV52515,0,40,3.415814441239914e-07,9.726343408952694e-05,9.324413378129774e-06
PRV55376,0,215,1.0134049397560185e-06,4.9263717512883986e-05,4.481683138351562e-05
PRV55243,0,658,9.908741480730218e-06,3.420512317208406e-05,0.0001361584276532627
PRV55929,0,735,7.893959485795062e-07,2.5016639644688354e-05,0.00015542785848429475
PRV51879,0,263,4.639971623302125e-08,0.00023255991109293246,4.939864170237243e-05
PRV57139,0,38,3.459763972315784e-07,0.00010951798346097896,9.462057886428874e-06
PRV56426,0,1098,3.944019945102745e-06,3.4370079525633926e-05,0.0002158301278205174
PRV56066,0,22,2.422055614695971e-07,0.00011439644686446924,5.6558479243511035e-06
PRV57475,0,60,7.223043712465596e-08,0.0001919844508969794,1.2019374409125625e-05
PRV52492,0,86,3.0964445146078605e-08,6.370405697990556e-05,1.9580242467442997e-05
PRV56016,0,31,5.788720274075869e-07,0.00010799073396810073,7.0477619615069705e-06
PRV53713,0,81,1.0272106939712544e-06,9.225332908026626e-05,1.6994225073342234e-05
PRV55438,0,556,1.556458697899804e-07,0.00015061810358796244,0.00010120038939543212
PRV53074,0,393,3.5958663589188148e-09,0.00011713618807809819,9.442816277438997e-05
PRV51026,0,194,2.0550515017495803e-06,8.603224848684379e-05,3.9937074112279424e-05
PRV57213,0,206,4.355062951157677e-06,5.4546794627875344e-05,4.3668929062018144e-05
PRV56517,0,323,6.77720548610865e-08,4.8626219552957546e-05,6.374854390434372e-05
PRV55712,0,65,7.814520714606172e-07,7.689842194935849e-05,1.4613142810792382e-05
PRV54212,0,130,5.070774356145204e-07,0.00010076050498835546,2.8664690637805634e-05
PRV52374,0,582,4.6966701016526153e-07,7.704785015439726e-05,0.0001098502612566437
PRV52365,0,1876,1.0142876868683415e-06,2.881841955871979e-05,0.0003453683112415536
PRV56006,0,2744,3.3246047853724694e-07,2.2519359509673874e-05,0.0005055394471020067
PRV56863,0,126,2.666903152101234e-07,0.00012404705716945332,2.72376894684848e-05
PRV54144,1,747,6.344029863327604e-07,0.00010368295373201345,0.00014513798315255849
PRV57125,0,961,3.176162450076181e-06,6.591940166380687e-05,0.00018994033020854065
PRV51265,0,410,2.5005102953684855e-07,7.435407401244075e-05,7.638838372129835e-05
PRV52701,0,242,3.2884562526171486e-07,9.021795518517968e-05,4.547102049058508e-05
PRV52605,0,2567,6.588591723469089e-08,4.194979826912507e-05,0.00045845969119902736
PRV56622,0,69,1.7772835881986859e-06,0.00011690478122621313,1.4930917479948078e-05
PRV52747,0,54,4.203039384123741e-08,0.00011285531132150672,1.1918290212463261e-05
PRV55856,0,140,8.885261208058423e-07,8.892882821278241e-05,2.7840444093059785e-05
PRV52774,0,11,1.8998801280332873e-07,0.00019946956977301775,3.1843869888165764e-06
PRV55969,0,1787,5.914385700492062e-09,1.7775375072339434e-05,0.00039763221351323414
PRV51693,0,278,8.663263829172428e-07,0.00013003203340325025,5.324202215524725e-05
PRV57186,0,107,1.8004370608107907e-06,8.133586520650416e-05,2.3085019232163486e-05
PRV51673,0,467,4.191372595117506e-07,0.00010859931401244038,9.967878384046353e-05
PRV53695,0,314,1.3246932356716858e-06,6.552925113020043e-05,6.200252758864301e-05
PRV57572,0,668,3.422520918860492e-06,3.394508729729381e-05,0.0001364987300735109
PRV57509,0,149,1.7352319340713955e-06,7.027440880476729e-05,3.260266375176089e-05
PRV57514,0,129,2.0661443515085684e-06,8.862282953981204e-05,2.755008249849194e-05
PRV52988,0,786,3.247060013905039e-08,8.738484152618225e-05,0.00014816400890154698
PRV57343,0,191,2.465355164133666e-06,7.443034839138026e-05,4.152187776119684e-05
PRV54438,0,698,2.5776575893165695e-09,0.00011040402628054875,0.00013139473068444886
PRV56634,0,523,9.095303513394987e-08,4.9107617533798886e-05,9.901640955889407e-05
PRV53756,0,148,1.4944223914898593e-06,6.028808166350822e-05,2.9950771157380994e-05
PRV53686,0,751,4.231644109656335e-08,2.4450310063474568e-05,0.00013720444817178528
PRV53584,0,17,2.4874889526528264e-08,0.0002704678782181177,4.5382777863659664e-06
PRV55255,0,30,4.102531314762148e-07,0.00011445954060923184,6.789100718781946e-06
PRV55350,0,78,4.923302831499235e-08,0.00010928581620989947,1.5341348680765638e-05
PRV56094,0,62,5.154423540104019e-08,0.00010345609560735804,1.3554925213807382e-05
PRV55306,0,153,3.230713608244454e-08,0.00012449363666051233,2.79360072739156e-05
PRV52129,0,581,1.8608158584261683e-06,0.00011464982344474134,0.00011799393342774315
PRV57041,0,67,1.2770313944938803e-07,0.00011042788140746209,1.4093902406746847e-05
PRV56840,0,233,6.954379697822765e-07,0.00016101594426453609,4.655662180523788e-05
PRV51480,1,4944,8.041395564293094e-07,2.9661973044287596e-05,0.0008979982167943811
PRV57170,1,1450,1.2780568490075676e-06,5.0091945316883886e-05,0.0002864362830669821
PRV53502,0,120,2.447837345836632e-07,0.000146036109269577,2.3784922339253097e-05
PRV53412,0,68,7.882733425152805e-07,9.546882854132927e-05,1.590638609154038e-05
PRV53470,0,158,1.7070891147418188e-06,5.399352918844509e-05,3.235482541715363e-05
PRV57057,0,69,2.0610945416534656e-07,0.0003662280817797945,1.5304183622473747e-05
PRV56597,0,412,2.509857796915259e-09,5.17795779817452e-05,8.19659522955129e-05
PRV57259,0,120,2.017843061058637e-08,9.328193119998331e-05,2.6093313145841742e-05
PRV54557,1,1440,2.9882484437096443e-06,4.231529963503674e-05,0.0002814259503069974
PRV54725,0,298,5.734007826283764e-06,4.679207171559551e-05,6.130502079158824e-05
PRV54716,0,363,2.4398464130465762e-08,0.0001465210896648321,7.206811005564971e-05
PRV55491,0,915,4.2467553060641916e-07,5.177104854748871e-05,0.00017263581159363822
PRV55083,0,491,4.333675204921823e-08,3.9873627774542564e-05,9.600610157935364e-05
PRV54978,0,662,8.58946789338345e-07,5.885367653283283e-05,0.00013446886845844118
PRV55260,0,147,9.888213655819403e-07,8.602081696656342e-05,2.9860280732148034e-05
PRV52491,0,160,4.127171107986524e-08,6.848133603014187e-05,3.4019081308261936e-05
PRV52486,0,181,8.575915495381524e-08,6.96813725994853e-05,3.93366776929113e-05
PRV55548,0,1444,6.760239468309058e-08,3.678812534741635e-05,0.00027299828925022516
PRV57242,0,267,7.234438455613835e-08,0.00016278112486077837,4.820680061488094e-05
PRV57288,0,241,2.907657972250713e-08,0.00012971568947189792,4.792964005075279e-05
PRV56511,0,57,2.3179007313002256e-07,0.00012140509064427841,1.1795247329607317e-05
PRV56049,0,386,1.1589975759178823e-07,6.063277514529456e-05,7.225746693740054e-05
PRV53569,0,33,9.095269535139801e-08,7.78491139892369e-05,8.092416784305949e-06
PRV53403,0,179,2.01663525264785e-06,4.5427408709641574e-05,3.755469227494022e-05
PRV53457,0,15,2.367813672448654e-07,0.00019992069429703607,3.886458699614116e-06
PRV53427,0,61,4.364260397085796e-07,9.763237959885181e-05,1.2933405007217894e-05
PRV55410,0,140,4.42723620707749e-07,9.46539838620886e-05,3.0564803429461985e-05
PRV53296,0,473,7.164537156111679e-06,5.232382064659621e-05,9.790239429580206e-05
PRV55103,0,198,3.235762855164087e-08,5.3392526648365095e-05,3.756636697283216e-05
PRV53123,0,349,3.92027786761016e-06,7.759248834955925e-05,7.260309106864676e-05
PRV55341,0,35,3.551490882344268e-09,0.0001694331294773328,8.785167192632714e-06
PRV52893,0,941,6.337222132541159e-07,3.135389245266856e-05,0.00017863527340834055
PRV57152,0,1018,1.2699966167118297e-05,2.271698356673939e-05,0.00021447467516940325
PRV51959,0,1930,9.042791784020968e-08,3.196949448287556e-05,0.0003947823603726748
PRV54887,0,357,4.749313293726031e-06,4.609365180537988e-05,7.303446763582841e-05
PRV52247,0,125,9.196682218747135e-08,5.0269478774292845e-05,2.7528148726809586e-05
PRV55356,0,72,6.115080003304504e-08,8.82738035331705e-05,1.5800828484289444e-05
PRV55187,0,311,2.8905514254035424e-06,5.194186432846415e-05,6.357881639183215e-05
PRV55343,0,238,3.27329092731335e-07,5.4322125503835154e-05,4.8207292642713476e-05
PRV55295,0,230,1.634538283784717e-07,5.4890627454324444e-05,4.623553437505186e-05
PRV52337,1,1987,7.01488431525777e-08,9.244572862908576e-05,0.0003506333847945498
PRV56693,0,968,1.7260833928485364e-06,1.687417305366512e-05,0.00020112914670549498
PRV55633,0,919,4.298540263908259e-08,3.620385364842394e-05,0.00017572256634887793
PRV51720,0,11,4.806836417772232e-07,0.00032089722405354866,3.1764105970969586e-06
PRV52639,0,88,1.218827363186783e-06,7.807624282994378e-05,1.8919465519618465e-05
PRV53608,0,516,6.619563544030645e-06,3.9720345894231354e-05,0.00010849465209939752
PRV55474,0,203,3.7262654380643525e-06,5.992836204334105e-05,4.28457378647853e-05
PRV55013,0,213,3.648042192396489e-06,7.15256110485735e-05,4.394841671385474e-05
PRV54985,0,558,7.113886740444353e-06,4.0361322168462605e-05,0.00011353361086993078
PRV52884,1,1830,3.3372197830292474e-07,9.317010007737173e-05,0.00032147146780964474
PRV55941,0,138,3.1102234230985153e-06,6.44759953641039e-05,3.0313880933048536e-05
PRV55257,0,341,6.745584929961449e-07,7.222419726682561e-05,6.766312241833006e-05
PRV55259,0,110,9.888396956909193e-07,6.922192750895382e-05,2.3516151665362316e-05
PRV54345,0,433,5.2342958167176945e-06,5.663207876106698e-05,8.700344216744858e-05
PRV55086,0,202,1.8264275136869478e-07,6.503280861564133e-05,3.875791516837585e-05
PRV54982,0,95,8.577830717476067e-07,9.76588830464142e-05,1.8874184445036876e-05
PRV51042,0,374,4.020067789204663e-06,4.3520663521096855e-05,7.519931644336425e-05
PRV51696,0,22,4.1555802475556956e-07,0.00014407567011294353,6.083921863029407e-06
PRV53773,0,1469,1.4996457433492038e-05,1.9668864352744793e-05,0.00029890063596592657
PRV56740,0,118,1.6023429112804981e-06,7.791328488203543e-05,2.4484885853739275e-05
PRV56212,0,43,9.504687021802628e-07,0.00012107561551186549,1.0185166315644336e-05
PRV51702,0,27,1.1759113307427342e-06,0.0001295625234975953,6.673768503696187e-06
PRV54150,0,61,3.9685573563619433e-07,7.9081443299248e-05,1.2703643130455392e-05
PRV54130,0,167,9.409339020963195e-07,0.00010586729969999238,3.367721898723967e-05
PRV53455,0,97,9.487645943169164e-07,7.524841674113637e-05,2.1120126645394615e-05
PRV52982,1,1640,1.0213473496480173e-06,5.8318287094037996e-05,0.00031664476569262984
PRV56672,0,396,1.364881702452152e-06,9.336536716334482e-05,8.035624680207333e-05
PRV56683,0,436,7.934072511520238e-07,2.9875968444652757e-05,8.509915929263493e-05
PRV56758,0,1353,4.564177382753707e-07,2.536409322606343e-05,0.00026052980621013154
PRV57540,0,106,1.3831646942688516e-06,0.00012620191947141163,2.2165448408730715e-05
PRV55202,0,78,4.709327733137666e-07,6.444197604148429e-05,1.6569183474750526e-05
PRV53077,0,311,4.081827221152295e-08,6.48473995802104e-05,6.0506992984655764e-05
PRV57253,0,110,2.7539098269517084e-07,7.661665987336542e-05,2.535816001078363e-05
PRV52950,0,301,1.9126909039143944e-08,9.687931382547723e-05,5.74092423204839e-05
PRV52062,0,481,5.1474358495919794e-06,3.192129555766668e-05,9.97223361850547e-05
PRV52942,0,108,1.1390047700825557e-07,6.987892355569916e-05,2.1680835064366562e-05
PRV52955,0,187,1.245737977870148e-08,6.389299237974402e-05,3.4881035867902155e-05
PRV52666,0,86,3.6799555450026705e-08,6.738390916549781e-05,1.7967202842665142e-05
PRV52941,0,107,1.3918708939170347e-07,6.300070566272334e-05,2.09338939001282e-05
PRV53772,0,56,9.973930945566596e-07,9.34594000717019e-05,1.2286929489348303e-05
PRV53817,0,55,1.3240188688597688e-07,9.851992927204667e-05,1.2067930086667443e-05
PRV53816,0,485,6.099328893717669e-08,2.6223918824141466e-05,9.15651670635177e-05
PRV53964,0,386,7.927383612495019e-07,6.709486203888952e-05,7.619753148611397e-05
PRV53940,0,251,4.454500952160892e-06,5.7384457282911344e-05,5.1680988259541076e-05
PRV56209,0,477,8.040817212753874e-06,3.801790818855373e-05,9.741457389265703e-05
PRV52249,0,127,9.645280834892339e-08,6.871324735507699e-05,2.527953957766938e-05
PRV52248,0,65,8.93538189721318e-08,0.00013833101190224235,1.2889619226791376e-05
PRV52049,0,485,5.947472321853322e-06,3.553864055169586e-05,0.0001009257049615979
PRV51761,0,34,1.637615253628637e-06,0.00013722655023821987,7.36475296747144e-06
PRV55439,0,577,3.626473837046247e-07,2.3589165746123834e-05,0.0001148411601248929
PRV57192,0,1026,2.254176039057861e-07,5.6966795670070456e-05,0.00019395200205456822
PRV55479,0,1734,5.981336740922958e-09,3.9391966545371574e-05,0.0003045667305864592
PRV55561,0,59,8.24678349636237e-07,6.651674519250227e-05,1.2293113222977988e-05
PRV57053,0,63,7.873068586491423e-09,0.00029467099135644975,1.2870277497786531e-05
PRV55010,1,727,1.7924525731848141e-06,5.883866429966341e-05,0.0001431392025640915
PRV56616,1,457,2.401283346741036e-07,4.074136768843521e-05,8.61321334917748e-05
PRV51740,0,137,7.30660379921695e-08,6.172418607210691e-05,2.813189645111201e-05
PRV53533,0,130,1.5792717404047614e-07,0.00010845935255309898,2.5583950816293353e-05
PRV54289,0,143,2.1980194389577168e-07,0.0001704652580502201,2.8437220934037252e-05
PRV54237,0,601,9.757883679127927e-07,6.255775453348812e-05,0.00011405821523841841
PRV52212,0,168,9.029467060268613e-08,5.484874758357582e-05,3.9253515519766624e-05
PRV53374,0,1003,4.0866714768599355e-07,9.204225290132453e-05,0.00018412692233144706
PRV52820,0,78,1.4555432335717516e-06,7.529747713643234e-05,1.751371073092638e-05
PRV57625,0,117,8.1303832921074e-09,0.00023731990810284284,2.331830046549262e-05
PRV57597,0,583,8.335286842014927e-07,6.799615023513921e-05,0.00011698665814401778
PRV56401,0,307,7.337101632407428e-09,0.0002157077551139724,5.717411300093515e-05
PRV51071,0,58,5.820730042091849e-07,8.296825678462962e-05,1.4051869813969684e-05
PRV52113,0,315,2.6903589468204047e-07,0.00012478369820082197,6.063920987089202e-05
PRV51303,0,232,1.6647374227834096e-07,0.0001066233805955634,4.631951614395397e-05
PRV52543,0,433,6.392093995076715e-07,9.169847768751566e-05,8.451255861352038e-05
PRV52211,0,278,2.972745815328544e-08,3.031966079917431e-05,6.517322660400041e-05
PRV54625,0,39,1.156341726924054e-07,0.0003598284408610241,9.631009795546494e-06
PRV51510,0,141,9.7045772536256e-07,5.824898233292896e-05,2.882928009003755e-05
PRV52789,0,93,7.090225940250136e-08,7.319335161138615e-05,1.8589798569427403e-05
PRV56594,0,173,2.077540236425136e-06,5.9204150896248124e-05,3.5750490242824954e-05
PRV55141,0,5,5.320120120014668e-08,0.0003672943614085585,2.0582935344319973e-06
PRV54877,0,176,1.3780412220981298e-06,5.8638122892408635e-05,3.7121298462391906e-05
PRV54975,0,341,3.023401177068693e-06,5.106476393655064e-05,6.840636561157305e-05
PRV55999,0,796,4.142056935888429e-07,8.149825692869114e-05,0.0001568773859001613
PRV57677,0,591,1.089803508967823e-06,2.8476675955285557e-05,0.0001115081584520147
PRV53956,0,1356,7.155147433295791e-07,1.207174123646383e-05,0.00026183615052229823
PRV56045,0,298,1.0922385284655472e-06,0.00010594980173315649,5.975095921966148e-05
PRV55974,0,459,3.324860053076883e-08,0.00022860525288583892,8.952472724246292e-05
PRV57570,0,10,1.7122699404025345e-07,0.0001883844967297261,3.4121222391180436e-06
PRV56222,0,263,4.2596628606543565e-07,7.019285422387095e-05,5.179335432502328e-05
PRV55362,0,392,2.609301040457093e-07,5.239823689961351e-05,7.452956338213737e-05
PRV57153,0,234,2.9481577082922555e-06,4.422928337550032e-05,5.077503282624666e-05
PRV53301,0,173,4.5007130817689345e-07,6.79345795224213e-05,3.503487508689357e-05
PRV53326,0,284,2.1405809016078806e-07,0.00014074099223262152,5.504639250671097e-05
PRV52561,0,722,1.3677528590802825e-07,2.443819374205459e-05,0.00013717091731591557
PRV52633,0,956,7.543833920673037e-08,4.0195220994140445e-05,0.00018095575541613858
PRV51653,0,66,1.1712676756720311e-07,9.272091165743659e-05,1.3784530643736956e-05
PRV52022,0,171,1.2306802453345062e-06,5.431711131908649e-05,3.475542565426388e-05
PRV55898,0,66,8.083161574194864e-07,8.127075723662734e-05,1.3803435012918076e-05
PRV51692,0,28,2.0078078126242087e-06,0.00017124196805562745,6.301197312154077e-06
PRV53969,0,309,1.0371596161204937e-06,5.2875649004219965e-05,6.455418331949232e-05
PRV57175,0,200,3.5956264383687277e-06,5.4398690221933383e-05,4.3209617366938956e-05
PRV52879,0,305,3.573850650575786e-08,0.000126318156684402,5.5214914543447025e-05
PRV53880,0,159,7.373250570505571e-07,6.21130219131378e-05,3.246495040475768e-05
PRV54991,0,330,4.180922832807105e-06,4.001055914144202e-05,6.890192067070672e-05
PRV55445,0,335,1.4841569929692053e-06,0.0001693604579019435,6.48657496997021e-05
PRV53654,0,104,2.0579318210554015e-08,9.364726630211218e-05,2.123670463952599e-05
PRV53523,0,230,7.894914581497317e-08,6.296790851826196e-05,4.6932932690847526e-05
PRV53571,0,66,1.4746185732405672e-08,0.00011519060395704123,1.3889867539761355e-05
PRV55426,0,194,5.917567867156496e-08,0.00015125770351359904,3.962557516529432e-05
PRV56158,0,103,1.2379968592136782e-06,0.00012388677712417073,2.3224596185687684e-05
PRV57550,0,75,7.284535787852227e-07,9.928290092426465e-05,1.651226513847383e-05
PRV57507,0,303,3.0161473709015e-06,5.584870291180352e-05,6.26354677846794e-05
PRV57536,0,204,2.942635855831786e-06,7.558184169356687e-05,4.2486126103876425e-05
PRV55702,0,34,5.280852530957807e-07,0.0001248982869879498,7.945359677798178e-06
PRV56674,0,122,8.1987264034086e-07,0.00014407240662819482,2.5426285329074092e-05
PRV51496,0,317,3.37328735292323e-06,3.224542824886406e-05,6.292772633965243e-05
PRV52418,0,85,3.836729495220656e-07,0.00011150495691460078,1.8643058725916058e-05
PRV57190,0,205,3.672667576264583e-06,6.918967437657508e-05,4.363142092463905e-05
PRV53467,0,21,1.525251482442105e-07,0.00012759119129752484,7.1040687681068436e-06
PRV56725,0,748,1.4401426504106474e-06,6.331758120093057e-05,0.00014365048724619795
PRV56552,0,60,7.094765214518727e-07,0.00013503853981262974,1.307972486398875e-05
PRV56508,0,462,1.0427903169358774e-06,8.886767163365826e-05,8.966225362106512e-05
PRV54475,0,371,8.188964386227938e-08,0.00013097284652473465,6.947192789997856e-05
PRV56537,0,269,4.782059801154394e-08,6.370738199616799e-05,5.35405518086723e-05
PRV56464,0,220,2.664690143075006e-06,4.756726572777878e-05,4.4872726643939735e-05
PRV51779,0,65,3.351106153524602e-07,9.9334204884437e-05,1.3297664644956122e-05
PRV53386,0,138,1.5386395471113416e-06,5.099829347142585e-05,2.8604469990109327e-05
PRV53896,0,109,1.6800412292857385e-06,9.261547470099088e-05,2.376472542712773e-05
PRV55728,0,19,2.5001319703531286e-07,0.00023463680770606212,5.1627856927536375e-06
PRV51848,0,150,1.7105809790711555e-06,5.633018346269337e-05,3.286452055359331e-05
PRV57410,0,604,1.373539652814139e-06,5.638629199763251e-05,0.00012806052671285456
PRV55409,0,12,1.3109403319706185e-07,0.00018635299462088254,5.062683223355178e-06
PRV53992,0,540,4.128543023053194e-08,8.215018564480601e-05,0.00010391248949804468
PRV51004,0,388,3.1404916258811017e-06,3.710463639384422e-05,8.058732545802473e-05
PRV52700,0,78,3.700686856987117e-07,0.00019238804400588185,1.7807235338671813e-05
PRV56580,0,483,7.343927254645612e-06,3.844907463648012e-05,9.958085602326814e-05
PRV54127,0,67,6.549292603815608e-07,6.20295673439664e-05,1.4179277903604005e-05
PRV51993,0,5,7.867460435402548e-08,0.0003672943614085585,2.913620515438705e-06
PRV57014,0,194,2.7723206462611818e-08,0.00010458188227594849,3.8571484588707446e-05
PRV53042,0,102,1.2195266560975181e-06,8.472083650657312e-05,2.1663158075495895e-05
